################################# 2 ######################################
#WSYS github/Ice-modelling/rundataharvester.py
#OPER Ragnar Ekker
#RTIM 20151012/1352
#DCHA QLI  [Wh/m2] avg pr hr on Nordnesfjellet 91500 from eklima.met.no
#DCHA TA   [C]     avg pr hr on Nordnesfjellet 91500 from eklima.met.no
#DCHA RR_1 [mm/hr]           on Nordnesfjellet 91500 from eklima.met.no
##########################################################################
20140819/0500	     287.6	       5.4	       0.0
20140819/0600	     325.5	       5.4	       0.2
20140819/0700	     330.0	       5.3	       0.0
20140819/0800	     335.9	       5.5	       0.0
20140819/0900	     335.5	       5.7	       0.2
20140819/1000	     334.7	       5.9	       0.6
20140819/1100	     333.8	       5.6	       0.7
20140819/1200	     331.5	       5.9	       0.0
20140819/1300	     332.5	       5.5	       1.2
20140819/1400	     335.1	       6.1	       0.6
20140819/1500	     336.4	       5.8	       0.0
20140819/1600	     336.9	       5.6	       0.0
20140819/1700	     337.6	       5.3	       0.0
20140819/1800	     336.7	       5.2	       0.0
20140819/1900	     336.9	       5.6	       0.0
20140819/2000	     337.6	       5.5	       0.0
20140819/2100	     339.2	       5.3	       0.0
20140819/2200	     341.0	       5.2	       0.0
20140819/2300	     341.4	       5.2	       0.0
20140820/0000	     341.5	       5.2	       0.0
20140820/0100	     341.6	       5.2	       0.0
20140820/0200	     341.0	       5.1	       0.0
20140820/0300	     341.7	       5.2	       0.0
20140820/0400	     342.8	       5.2	       0.2
20140820/0500	     342.1	       5.2	       0.1
20140820/0600	     341.1	       5.3	       0.1
20140820/0700	     342.3	       5.5	       0.1
20140820/0800	     344.0	       5.5	       0.1
20140820/0900	     341.6	       5.6	       0.1
20140820/1000	     341.2	       5.8	       0.3
20140820/1100	     338.4	       5.9	       0.1
20140820/1200	     344.1	       5.9	       0.0
20140820/1300	     345.7	       5.7	       0.1
20140820/1400	     347.1	       5.6	       0.1
20140820/1500	     341.7	       5.5	       0.1
20140820/1600	     338.5	       5.7	       0.0
20140820/1700	     334.7	       5.7	       0.0
20140820/1800	     330.4	       5.7	       0.0
20140820/1900	     327.3	       5.6	       0.0
20140820/2000	     328.4	       5.2	       0.0
20140820/2100	     329.9	       5.0	       0.0
20140820/2200	     329.6	       4.6	       0.0
20140820/2300	     330.3	       4.4	       0.0
20140821/0000	     328.6	       4.3	       0.1
20140821/0100	     323.7	       4.2	       0.0
20140821/0200	     323.1	       3.9	       0.0
20140821/0300	     322.7	       3.8	       0.0
20140821/0400	     323.1	       3.8	       0.0
20140821/0500	     323.2	       3.8	       0.0
20140821/0600	     321.8	       3.7	       0.0
20140821/0700	     319.7	       4.0	       0.0
20140821/0800	     282.7	       4.9	       0.0
20140821/0900	     316.3	       5.0	       0.0
20140821/1000	     324.5	       5.1	       0.0
20140821/1100	     326.5	       5.4	       0.0
20140821/1200	     328.8	       5.8	       0.0
20140821/1300	     332.0	       6.1	       0.0
20140821/1400	     332.8	       5.9	       0.0
20140821/1500	     332.1	       6.2	       0.0
20140821/1600	     326.5	       6.2	       0.0
20140821/1700	     330.5	       5.7	       0.0
20140821/1800	     325.1	       5.6	       0.0
20140821/1900	     304.3	       5.3	       0.0
20140821/2000	     332.8	       5.1	       0.1
20140821/2100	     323.6	       5.0	       0.1
20140821/2200	     315.4	       5.0	       0.0
20140821/2300	     326.0	       4.8	       0.0
20140822/0000	     324.7	       4.6	       0.0
20140822/0100	     324.6	       4.7	       0.0
20140822/0200	     323.6	       4.4	       0.0
20140822/0300	     313.7	       4.2	       0.0
20140822/0400	     311.9	       4.0	       0.0
20140822/0500	     322.6	       4.0	       0.0
20140822/0600	     303.6	       4.0	       0.0
20140822/0700	     303.9	       4.3	       0.0
20140822/0800	     327.2	       4.6	       0.0
20140822/0900	     330.2	       4.8	       0.0
20140822/1000	     330.9	       5.3	       0.0
20140822/1100	     332.8	       5.5	       0.0
20140822/1200	     331.5	       5.8	       0.0
20140822/1300	     333.4	       5.9	       0.0
20140822/1400	     333.4	       5.9	       0.0
20140822/1500	     333.8	       5.9	       0.0
20140822/1600	     332.6	       5.7	       0.0
20140822/1700	     323.1	       5.0	       0.0
20140822/1800	     325.6	       4.6	       0.0
20140822/1900	     328.5	       4.5	       0.0
20140822/2000	     331.0	       4.8	       0.0
20140822/2100	     325.7	       4.4	       0.0
20140822/2200	     326.1	       4.4	       0.0
20140822/2300	     327.2	       3.9	       0.0
20140823/0000	     328.1	       4.2	       0.0
20140823/0100	     337.8	       4.0	       0.0
20140823/0200	     337.8	       4.1	       0.0
20140823/0300	     337.3	       4.1	       0.0
20140823/0400	     332.3	       4.1	       0.0
20140823/0500	     336.9	       4.0	       0.0
20140823/0600	     335.4	       4.0	       0.0
20140823/0700	     334.2	       4.0	       0.0
20140823/0800	     335.8	       4.2	       0.0
20140823/0900	     298.9	       4.5	       0.0
20140823/1000	     269.2	       5.2	       0.0
20140823/1100	     274.0	       6.7	       0.0
20140823/1200	     270.7	       7.2	       0.0
20140823/1300	     269.9	       8.4	       0.0
20140823/1400	     275.5	       8.4	       0.0
20140823/1500	     274.3	       8.0	       0.0
20140823/1600	     272.4	       7.9	       0.0
20140823/1700	     271.8	       7.9	       0.0
20140823/1800	     269.2	       7.3	       0.0
20140823/1900	     266.6	       6.5	       0.0
20140823/2000	     264.4	       5.8	       0.0
20140823/2100	     263.9	       5.4	       0.0
20140823/2200	     264.1	       4.9	       0.0
20140823/2300	     265.1	       6.1	       0.0
20140824/0000	     264.6	       6.2	       0.0
20140824/0100	     263.1	       5.5	       0.0
20140824/0200	     264.8	       6.2	       0.0
20140824/0300	     265.3	       6.6	       0.0
20140824/0400	     265.6	       6.7	       0.0
20140824/0500	     266.3	       6.9	       0.0
20140824/0600	     274.5	       7.4	       0.0
20140824/0700	     293.9	       8.4	       0.0
20140824/0800	     276.7	       9.4	       0.0
20140824/0900	     291.5	       9.2	       0.0
20140824/1000	     292.0	       9.9	       0.0
20140824/1100	     281.0	      10.1	       0.0
20140824/1200	     285.9	      10.6	       0.0
20140824/1300	     287.0	      11.2	       0.0
20140824/1400	     294.4	      10.9	       0.0
20140824/1500	     287.7	      10.7	       0.0
20140824/1600	     284.3	      10.4	       0.0
20140824/1700	     289.5	      10.8	       0.0
20140824/1800	     308.0	      10.8	       0.0
20140824/1900	     295.7	       9.0	       0.0
20140824/2000	     288.7	       8.6	       0.0
20140824/2100	     296.2	       7.7	       0.0
20140824/2200	     281.2	       7.3	       0.0
20140824/2300	     268.0	       7.5	       0.0
20140825/0000	     267.5	       7.6	       0.0
20140825/0100	     267.2	       7.7	       0.0
20140825/0200	     267.4	       7.6	       0.0
20140825/0300	     267.4	       7.4	       0.0
20140825/0400	     266.9	       7.4	       0.0
20140825/0500	     274.0	       7.6	       0.0
20140825/0600	     300.5	       8.4	       0.0
20140825/0700	     275.1	       9.5	       0.0
20140825/0800	     272.6	      10.1	       0.0
20140825/0900	     275.0	      10.4	       0.0
20140825/1000	     276.0	      10.5	       0.0
20140825/1100	     276.9	      10.7	       0.0
20140825/1200	     278.5	      11.0	       0.0
20140825/1300	     280.1	      11.0	       0.0
20140825/1400	     280.9	      11.4	       0.0
20140825/1500	     280.9	      11.5	       0.0
20140825/1600	     280.4	      11.3	       0.0
20140825/1700	     282.8	      11.1	       0.0
20140825/1800	     296.9	      10.9	       0.0
