calculated_draft;calculated_snow;date;draft_difference;lake_areas;lake_circumference;lake_elevation;lake_name;lake_type;observed_draft;observed_snow;regobs_elevation;regobs_id;regobs_name;snow_difference;utm_e;utm_n;utm_zone
0.613099045459507;0.0;2019-05-23;0.613099045459507;5039000.512023926;14304.605465005588;1022.0;Rødungen;InnsjøRegulert;0.0;0.0;1022;16201;Rødungen v/Holustølen 1022 moh;0.0;130967;6749943;33
0.5448534620945711;0.0;2019-05-25;0.5448534620945711;5039000.512023926;14304.605465005588;1022.0;Rødungen;InnsjøRegulert;0.0;0.0;1022;16201;Rødungen v/Holustølen 1022 moh;0.0;130967;6749943;33
0.05741197388242357;0.0;2019-05-24;0.05741197388242357;446186.89025878906;9402.18845105543;869.0;Fyrisjøen;Innsjø;0.0;0.0;869;44940;Fyrisjøen 869 moh;0.0;194457;6701712;33
0.0224653072157567;0.0;2019-05-26;0.0224653072157567;446186.89025878906;9402.18845105543;869.0;Fyrisjøen;Innsjø;0.0;0.0;869;44940;Fyrisjøen 869 moh;0.0;194457;6701712;33
0.13195466165502834;0.0;2019-04-23;0.13195466165502834;342679.68977355957;5145.085586996411;494.0;Trefallvatnet;Innsjø;0.0;0.0;494;44167;Trefallvatnet 495 moh;0.0;21340;6775103;33
0.0;0.0;2019-04-27;0.0;342679.68977355957;5145.085586996411;494.0;Trefallvatnet;Innsjø;0.0;0.0;494;44167;Trefallvatnet 495 moh;0.0;21340;6775103;33
0.2874284814938593;0.15061538443120934;2018-12-28;-0.0025715185061407353;511921.0518798828;3600.456745763875;733.0;Storvatnet;Innsjø;0.29000000000000004;0.15;735;24732;Storvatnet 735 moh;0.0006153844312093426;189478;6949490;33
0.48165543958149326;0.137888556323722;2019-01-12;-0.0983445604185067;511921.0518798828;3600.456745763875;733.0;Storvatnet;Innsjø;0.58;0.065;735;24732;Storvatnet 735 moh;0.07288855632372199;189478;6949490;33
0.8228241973879395;0.2124895698203417;2019-04-13;-0.1271758026120604;511921.0518798828;3600.456745763875;733.0;Storvatnet;Innsjø;0.95;0.05;735;24732;Storvatnet 735 moh;0.16248956982034168;189478;6949490;33
0.0;0.0;2019-05-21;0.0;511921.0518798828;3600.456745763875;733.0;Storvatnet;Innsjø;0.0;0.0;735;24732;Storvatnet 735 moh;0.0;189478;6949490;33
0.0;0.0;2019-05-24;0.0;511921.0518798828;3600.456745763875;733.0;Storvatnet;Innsjø;0.0;0.0;735;24732;Storvatnet 735 moh;0.0;189478;6949490;33
0.07030536172329971;0.0;2019-03-27;0.07030536172329971;186761.31640625;2657.6209914698293;220.0;Storvatnet;Innsjø;0.0;0.0;220;16230;Storvatnet 220 moh;0.0;163039;7017757;33
0.026813226963167597;0.015027007586211994;2019-04-05;0.026813226963167597;186761.31640625;2657.6209914698293;220.0;Storvatnet;Innsjø;0.0;0.0;220;16230;Storvatnet 220 moh;0.015027007586211994;163039;7017757;33
0.0726221998815541;0.0;2019-04-20;0.0726221998815541;14486.878666877747;608.916075013867;524.0;;Innsjø;0.0;0.0;519;16220;Kvartelstjørn 524 moh;0.0;-1163;6645123;33
0.020262199881553887;0.0;2019-04-22;0.020262199881553887;14486.878666877747;608.916075013867;524.0;;Innsjø;0.0;0.0;519;16220;Kvartelstjørn 524 moh;0.0;-1163;6645123;33
0.005;0.0;2018-10-28;0.005;;;;;;0.0;0.0;189;91041;Fjellstadputten 190 moh;0.0;268672;6643940;33
0.01;0.0;2018-10-28;0.01;;;;;;0.0;0.0;181;91042;Aurtjern 175 moh;0.0;269314;6643828;33
0.07813866890927364;0.0019981206488744194;2018-11-24;0.038138668909273636;73689.45288085938;5299.449117231912;;Svartoren;InnsjøRegulert;0.04;0.0;213;8395;Svartoren 212 moh;0.0019981206488744194;274524;6636333;33
0.15005495960485252;0.0;2018-12-01;0.09005495960485252;73689.45288085938;5299.449117231912;;Svartoren;InnsjøRegulert;0.06;0.0;213;8395;Svartoren 212 moh;0.0;274524;6636333;33
0.2822214822232914;0.0;2019-05-15;0.2822214822232914;611134.5569763184;9837.535834265887;785.0;Myklevatnet;Innsjø;0.0;0.0;784;7865;Myklevatnet 785 moh;0.0;63150;6571335;33
0.21714623530000582;0.0;2019-05-17;0.21714623530000582;611134.5569763184;9837.535834265887;785.0;Myklevatnet;Innsjø;0.0;0.0;784;7865;Myklevatnet 785 moh;0.0;63150;6571335;33
0.1278662353000058;0.0;2019-05-20;0.1278662353000058;611134.5569763184;9837.535834265887;785.0;Myklevatnet;Innsjø;0.0;0.0;784;7865;Myklevatnet 785 moh;0.0;63150;6571335;33
0.38697923959688973;0.0;2019-05-16;0.38697923959688973;315712.1925354004;6478.089244977075;861.0;Urdevotni;Innsjø;0.0;0.0;862;16017;Urdevotni 863 moh;0.0;60159;6570074;33
0.2061978823734607;0.0;2019-05-20;0.2061978823734607;315712.1925354004;6478.089244977075;861.0;Urdevotni;Innsjø;0.0;0.0;862;16017;Urdevotni 863 moh;0.0;60159;6570074;33
0.13319788237346059;0.0;2019-05-22;0.13319788237346059;315712.1925354004;6478.089244977075;861.0;Urdevotni;Innsjø;0.0;0.0;862;16017;Urdevotni 863 moh;0.0;60159;6570074;33
