__metadata; Observer; Registration; Trip; ObsLocationID; LocationName; UTMZone; UTMEast; UTMNorth; UTMSourceTID; AreaUsageTID; ForecastRegionTID; HeigthMax; HeigthMin; Area; HeigthTreeLine; DtRegTime; AreaSize; SlopeAngel; SlopeDirection; MunicipalNo; LocationDescription; Comment; UTMUncertainty; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16216)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16216)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16216)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16216)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16216)/Trip'}}; 16216; Toke v/Eikenes-Nosnibben 60 moh; 33; 170298; 6552886; 30; 0; 708; 60; None; False; None; /Date(1414578480000)/; None; None; None; 0817; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3195)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3195)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3195)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3195)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3195)/Trip'}}; 3195; Skjelbreitjørna 106 moh; 33; -26082; 6557282; 30; 0; 711; 107; None; False; None; /Date(1359467353847)/; None; None; None; 1102; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16236)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16236)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16236)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16236)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16236)/Trip'}}; 16236; Låmivatnet vest 708 moh; 33; 553051; 7443348; 30; 0; 718; 708; None; False; None; /Date(1414578480000)/; None; None; None; 1841; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16202)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16202)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16202)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16202)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16202)/Trip'}}; 16202; Finsevatnet v/Finse 1216 moh; 33; 89762; 6741618; 30; 0; 712; 1216; None; False; None; /Date(1414578480000)/; None; None; None; 1233; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16194)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16194)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16194)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16194)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16194)/Trip'}}; 16194; Feforvatnet 882 moh; 33; 215946; 6833204; 30; 0; 705; 882; None; False; None; /Date(1414578420000)/; None; None; None; 0516; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3580)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3580)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3580)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3580)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3580)/Trip'}}; 3580; Vågslivatnet 796 moh; 33; 72429; 6650313; 30; 0; 708; 796; None; False; None; /Date(1359982798033)/; None; None; None; 0834; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47374)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47374)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47374)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47374)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47374)/Trip'}}; 47374; Gjøljavatnet 51 moh; 33; 252667; 7083908; 40; 0; 716; 52; None; False; None; /Date(1482613623610)/; None; None; None; 1627; None; None; 30; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8360)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8360)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8360)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8360)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8360)/Trip'}}; 8360; Harestuvannet 234 moh; 33; 262396; 6680137; 30; 0; 705; 234; None; False; None; /Date(1385038299370)/; None; None; None; 0533; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2958)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2958)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2958)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2958)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2958)/Trip'}}; 2958; Osensjøen v/Odden 438 moh; 33; 330231; 6792497; 30; 0; 704; 438; None; False; None; /Date(1359038313403)/; None; None; None; 0428; øst for Rendalen/Løpet; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17080)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17080)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17080)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17080)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17080)/Trip'}}; 17080; Svartevasstjønn 558 moh; 33; 31390; 6558497; 30; 0; 710; 558; None; False; None; /Date(1417536821100)/; None; None; None; 1046; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1637)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1637)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1637)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1637)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1637)/Trip'}}; 1637; Dyranuttjørna 225 moh; 33; -27067; 6554349; 30; 0; 711; 223; None; False; None; /Date(1355487959030)/; None; None; None; 1102; Sandnes; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(24732)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(24732)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(24732)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(24732)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(24732)/Trip'}}; 24732; Storvatnet 735 moh; 33; 189478; 6949490; 35; 0; 715; 735; None; False; None; /Date(1427630400657)/; None; None; None; 1563; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(25489)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(25489)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(25489)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(25489)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(25489)/Trip'}}; 25489;  Storeskardvannet 895 moh; 33; 138014; 6769711; 30; 0; 706; 896; None; False; None; /Date(1428686487987)/; None; None; None; 0618; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2889)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2889)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2889)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2889)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2889)/Trip'}}; 2889; Tisleifjorden v/Glomsrud 821 moh; 33; 170725; 6762595; 30; 0; 706; 820; None; False; None; /Date(1358858848733)/; None; None; None; 0617; Isbefaring; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(11030)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(11030)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(11030)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(11030)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(11030)/Trip'}}; 11030; Tuvatnet 40 moh; 33; 59521; 6947232; 30; 0; 715; 40; None; False; None; /Date(1390331176793)/; None; None; None; 1528; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7857)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7857)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7857)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7857)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7857)/Trip'}}; 7857; Heimre Flogvatn 874 moh; 33; 41926; 6570417; 30; 0; 710; 874; None; False; None; /Date(1369325680663)/; None; None; None; 1046; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(14540)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(14540)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(14540)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(14540)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(14540)/Trip'}}; 14540; Stavsjøen 188 moh; 33; 287919; 7037755; 30; 0; 716; 188; None; False; None; /Date(1396625524923)/; None; None; None; 1663; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16193)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16193)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16193)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16193)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16193)/Trip'}}; 16193; Bygdin vest 1057 moh; 33; 143462; 6823114; 30; 0; 705; 1057; None; False; None; /Date(1414578420000)/; None; None; None; 0545; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16199)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16199)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16199)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16199)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16199)/Trip'}}; 16199; Avsjøen 925 moh; 33; 212384; 6905957; 30; 0; 705; 927; None; False; None; /Date(1414578420000)/; None; None; None; 0511; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8609)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8609)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8609)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8609)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8609)/Trip'}}; 8609; Ormetjern 395 moh; 33; 268023; 6661719; 30; 0; 702; 399; None; False; None; /Date(1385853605257)/; None; None; None; 0233; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2723)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2723)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2723)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2723)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2723)/Trip'}}; 2723; Gloppevatnet 235 moh; 33; -2614; 6547514; 30; 0; 711; 235; None; False; None; /Date(1358448994960)/; None; None; None; 1122; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3208)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3208)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3208)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3208)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3208)/Trip'}}; 3208; Molaugvatnet 26 moh; 33; 747; 6554984; 30; 0; 711; 23; None; False; None; /Date(1359478118600)/; None; None; None; 1122; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8378)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8378)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8378)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8378)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8378)/Trip'}}; 8378; Svartevatn 557 moh; 33; 31711; 6558204; 30; 0; 710; 552; None; False; None; /Date(1385120536940)/; None; None; None; 1046; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8398)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8398)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8398)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8398)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8398)/Trip'}}; 8398; Verkensvannet 183 moh; 33; 240196; 6638843; 30; 0; 702; 183; None; False; None; /Date(1385225451563)/; None; None; None; 0220; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(45496)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(45496)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(45496)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(45496)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(45496)/Trip'}}; 45496; Nygårdsvatn; 33; 107370; 6729193; 30; 0; 706; 995; None; False; None; /Date(1480428266530)/; None; None; None; 0620; None; None; 500; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8697)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8697)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8697)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8697)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8697)/Trip'}}; 8697; Breidsjøen 248 moh; 33; 269090; 6656354; 30; 0; 703; 248; None; False; None; /Date(1385999225773)/; None; None; None; 0301; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(20690)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(20690)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(20690)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(20690)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(20690)/Trip'}}; 20690; Klugsvatnet 156 moh; 33; -24547; 6548667; 30; 0; 711; 154; None; False; None; /Date(1422914994460)/; None; None; None; 1122; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2841)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2841)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2841)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2841)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2841)/Trip'}}; 2841; Hofreistæ 166 moh; 33; -11070; 6538333; 30; 0; 711; 166; None; False; None; /Date(1358792341953)/; None; None; None; 1114; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3375)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3375)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3375)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3375)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(3375)/Trip'}}; 3375; Skjellbreia 225 moh; 33; 262430; 7038855; 30; 0; 716; 225; None; False; None; /Date(1359723512567)/; None; None; None; 1601; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8397)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8397)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8397)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8397)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8397)/Trip'}}; 8397; Ulvenvannet 183 moh; 33; 239530; 6639676; 30; 0; 706; 183; None; False; None; /Date(1385225286160)/; None; None; None; 0626; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44939)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44939)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44939)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44939)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44939)/Trip'}}; 44939; Pytt v/Forskningsstasjonen Finse 1211 moh; 33; 91178; 6740790; 30; 0; 712; 1207; None; False; None; /Date(1476352506497)/; None; None; None; 1233; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2843)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2843)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2843)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2843)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2843)/Trip'}}; 2843; Tustervatnet 384 moh; 33; 450093; 7297779; 30; 0; 718; 384; None; False; None; /Date(1358792618787)/; None; None; None; 1832; Utløp Røssvatnet; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8390)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8390)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8390)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8390)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8390)/Trip'}}; 8390; Dælivannet 99 moh; 33; 250831; 6651072; 30; 0; 702; 99; None; False; None; /Date(1385164094193)/; None; None; None; 0219; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2305)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2305)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2305)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2305)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2305)/Trip'}}; 2305; Gjersjøen 40 moh; 33; 263349; 6635195; 30; 0; 702; 40; None; False; None; /Date(1357639040780)/; None; None; None; 0217; Mellom Kolbotn og Tusenfryd; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8380)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8380)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8380)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8380)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8380)/Trip'}}; 8380; Tuftetjødn 787 moh; 33; 18428; 6559047; 30; 0; 710; 786; None; False; None; /Date(1385123542333)/; None; None; None; 1046; None; None; 0; 
